isrun,idmachine,namemachine,nameeng,sizemachine,capacity,Power,point,model,nummachine,usejob,capability,manufacturer,machineinclude,genration,energy,create_date,create_by,update_date,update_by,division,machinegroupid,fis_refcode,out
676,KI1-EM-ACM-0096,มอเตอร์ปั้มแมสิควิท C ออกถังกวนตั้ง 1,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
677,KI1-EM-ACM-0097,มอเตอร์ปั้มแมสิควิท C ออกถังกวนตั้ง 2,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
678,KI1-EM-ACM-0014,มอเตอร์พัดลมเป่าหัวหม้อปั่น B,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
679,KI1-EM-ACM-0015,มอเตอร์ปั้มหอยโข่งน้ำเหลืองใส B,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
680,KI1-EM-ACM-0017,มอเตอร์ปั้มหอยโข่งน้ำร้อนหม้อปั่น 1,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
681,KI1-EM-ACM-0018,มอเตอร์ปั้มหอยโข่งน้ำร้อนหม้อปั่น 2,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
682,KI1-EM-ACM-0019,มอเตอร์ปั้มเฟืองน้ำเหลือง B 1,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
683,KI1-EM-ACM-0020,มอเตอร์ปั้มเฟืองน้ำเหลือง B 2,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
684,KI1-EM-ACM-0021,มอเตอร์ปั้มเฟืองน้ำเหลือง B 3,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
685,KI1-EM-ACM-0022,มอเตอร์ปั้มหอยโข่งน้ำเหลืองแมกม่า C-2,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
686,KI1-EM-ACM-0023,มอเตอร์ปั้มหอยโข่งน้ำเหลืองแมกม่า C-3,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
687,KI1-EM-ACM-0024,มอเตอร์ปั้มหอยโข่งน้ำเหลือง A ถังตั้งใหญ่ 1,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
688,KI1-EM-ACM-0031,มอเตอร์ปั้มเฟืองน้ำเหลือง A 3,Low Voltage Motor,,,238,,,,,,,,,,10/12/2020,Admin,,,20,332,,
689,KI1-EM-ACM-0032,มอเตอร์ปั้มเฟืองน้ำเหลือง A 2,Low Voltage Motor,,,238,,,,,,,,,,10/12/2020,Admin,,,20,332,,
690,KI1-EM-ACM-0033,มอเตอร์ปั้มเฟืองน้ำเหลือง A 1,Low Voltage Motor,,,238,,,,,,,,,,10/12/2020,Admin,,,20,332,,
691,KI1-EM-ACM-0034,มอเตอร์ปั้มเฟืองน้ำเหลืองแอฟฟิเนต 2,Low Voltage Motor,,,231,,,,,,,,,,10/12/2020,Admin,,,20,332,,
692,KI1-EM-ACM-0035,มอเตอร์ปั๊มน้ำเหลืองแอฟฟิเนต,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
693,KI1-EM-ACM-0036,มอเตอร์สายพานยางลำเลียงน้ำตาลใต้หม้อปั่น A,Low Voltage Motor,,,231,,,,,,,,,,10/12/2020,Admin,,,20,332,,
694,KI1-EM-ACM-0037,มอเตอร์สายพานลำเลียงน้ำตาลใต้หม้อปั่น ยาว A-B,Low Voltage Motor,,,238,,,,,,,,,,10/12/2020,Admin,,,20,332,,
695,KI1-EM-ACM-0038,มอเตอร์สายพานลำเลียงน้ำตาลใต้หม้อปั่น ยาว B,Low Voltage Motor,,,236,,,,,,,,,,10/12/2020,Admin,,,20,332,,
696,KI1-EM-ACM-0039,มอเตอร์ชุดขับใบกวนน้ำเหลือง  A,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
697,KI1-EM-ACM-0040,มอเตอร์ชุดขับใบกวนน้ำเหลืองแอฟฟิเนต,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
698,KI1-EM-ACM-0043,มอเตอร์ชุดขับใบกวนน้ำเหลืองใส B1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
699,KI1-EM-ACM-0044,มอเตอร์ชุดขับใบกวนน้ำเหลืองข้น B2,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
700,KI1-EM-ACM-0045,มอเตอร์ชุดขับใบกวนน้ำเหลืองข้น B3,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
701,KI1-EM-ACM-0054,มอเตอร์ปั้มหอยโข่งน้ำเหลือง R1-1,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
702,KI1-EM-ACM-0055,มอเตอร์ปั้มหอยโข่งน้ำเหลือง R1-2,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
703,KI1-EM-ACM-0056,มอเตอร์ปั้มหอยโข่งน้ำเหลือง R2-1,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
704,KI1-EM-ACM-0057,มอเตอร์ปั้มหอยโข่งน้ำเหลือง R2-2,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
705,KI1-EM-ACM-0058,มอเตอร์ปั้มหอยโข่งน้ำเหลือง R3-1,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
706,KI1-EM-ACM-0059,มอเตอร์ปั้มหอยโข่งน้ำเหลือง R3-2,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
707,KI1-EM-ACM-0060,มอเตอร์ปั้มหอยโข่งน้ำเหลือง R4-4,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
708,KI1-EM-ACM-0061,มอเตอร์ปั๊มน้ำเหลือง R1,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
709,KI1-EM-ACM-0065,มอเตอร์ปั๊ม น้ำเหลือง B ถังตั้งใหญ่,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
710,KI1-EM-ACM-0076,มอเตอร์ปั้มหอยโข่งถังละลายน้ำตาล Re-Malt,Low Voltage Motor,,,238,,,,,,,,,,10/12/2020,Admin,,,20,332,,
711,KI1-EM-ACM-0077,มอเตอร์ชุดขับใบกวนถังละลายน้ำตาล,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
712,KI1-EM-ACM-0078,มอเตอร์ปั้มเฟืองน้ำเหลือง B ถังตั้งถังใหญ่ 1,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
713,KI1-EM-ACM-0079,มอเตอร์ปั้มเฟืองน้ำเหลือง C ส่งถังเก็บนอก,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
714,KI1-EM-ACM-0080,มอเตอร์ปั้มเฟืองน้ำเหลือง C ส่งถังเก็บนอก ,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
715,KI1-EM-ACM-0081,มอเตอร์ปั้มเฟืองน้ำเหลือง C ขึ้นผสมหม้อเคี่ยว 1,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
716,KI1-EM-ACM-0082,มอเตอร์ปั้มเฟืองน้ำเหลือง C ขึ้นเครื่องเครื่องชั่ง 2,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
717,KI1-EM-ACM-0083,มอเตอร์ปั้มเฟืองน้ำเหลือง C ขึ้นเครื่องเครื่องชั่ง 3,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
718,KI1-EM-ACM-0084,มอเตอร์ปั้มแมกม่า  C 2 - 1,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
719,KI1-EM-ACM-0085,มอเตอร์ปั้มแมกม่า  C 2 - 2,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
720,KI1-EM-ACM-0086,มอเตอร์ปั้มหอยโข่งน้ำร้อนใต้หม้อปั่น,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
721,KI1-EM-ACM-0087,มอเตอร์ปั้มแมกม่า  C 1 - 1,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
722,KI1-EM-ACM-0088,มอเตอร์ปั้มแมกม่า  C 1 - 2,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
723,KI1-EM-ACM-0091,มอเตอร์สกูรขับน้ำตาลใต้หม้อปั่น C1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
724,KI1-EM-ACM-0092,มอเตอร์สกูรขับน้ำตาลใต้หม้อปั่น C2,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
725,KI1-EM-ACM-0093,มอเตอร์สกูรขับน้ำตาลใต้หม้อปั่น C3,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
726,KI1-EM-ACM-0094,มอเตอร์สกูรขับน้ำตาลใต้หม้อปั่น C4,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
727,KI1-EM-ACM-0099,มอเตอร์รางกวนหัวหม้อปั้น  A  1,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
728,KI1-EM-ACM-0100,มอเตอร์รางกวนหัวหม้อปั่น  A  2,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
729,KI1-EM-ACM-0101,มอเตอร์รางกวนหัวหม้อปั่น  B,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
730,KI1-EM-ACM-0102,มอเตอร์รางกวนหัวหม้อปั่น  C  1,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
731,KI1-EM-ACM-0103,มอเตอร์รางกวนหัวหม้อปั่น  C  2,Low Voltage Motor,,,236,,,,,,,,,,10/12/2020,Admin,,,20,332,,
732,KI1-EM-ACM-0104,มอเตอร์รางกวนหัวหม้อปั่น   R 1,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
733,KI1-EM-ACM-0105,มอเตอร์รางกวนหัวหม้อปั่น  R 2,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
734,KI1-EM-ACM-0106,มอเตอร์ชุดขับสายพานยางลำเลียงน้ำตาลใต้ตาชั่ง 1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
735,KI1-EM-ACM-0107,มอเตอร์ชุดขับรางกวนละลายแอฟฟิเนต,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
736,KI1-EM-ACM-0123,มอเตอร์ปั้มหอยโข่งน้ำร้อนหม้อปั่น C,Low Voltage Motor,,,236,,,,,,,,,,10/12/2020,Admin,,,20,332,,
737,KI1-EM-ACM-0124,มอเตอร์พัดลมเป่าหัวหม้อปั่น A - R,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
738,KI1-EM-ACM-0127,มอเตอร์ชุดขับกระพ้อน้ำตาล  A ขึ้นตราชั่ง,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
739,KI1-EM-ACM-0128,มอเตอร์ชุดขับกระพ้อน้ำตาล  B,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
740,KI1-EM-ACM-0129,มอเตอร์ชุดขับกระพ้อน้ำตาล 3 ( A - B),Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
741,KI1-EM-ACM-0134,มอเตอร์ปั้มหอยโข่งน้ำเหลือง A ถังตั้งใหญ่ 2,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
742,KI1-EM-ACM-0137,มอเตอร์ปั้มหอยโข่งน้ำร้อนบริการ 2,Low Voltage Motor,,,236,,,,,,,,,,10/12/2020,Admin,,,20,332,,
743,KI1-EM-ACM-0145,มอเตอร์ชุดขับกระพ้อน้ำตาล B ขึ้นตราชั่ง,Low Voltage Motor,,,238,,,,,,,,,,10/12/2020,Admin,,,20,332,,
744,KI1-EM-ACM-0157,มอเตอร์ถังกวนผสมโมลาส C,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
745,KI1-EM-ACM-1117,มอเตอร์ปั้มหอยโข่งน้ำร้อนบริการ 1,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
746,KI1-EM-ACM-0171,มอเตอร์สะพานยางหม้อเคี่ยวไปไซโล(บน),Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
747,KI1-EM-ACM-0173,มอเตอร์รางกวนหัวหม้อปั่น C 3,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
748,KI1-EM-ACM-0175,มอเตอร์สะพานยางหม้อเคี่ยวกลับมาละลาย,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
749,KI1-EM-ACM-0176,มอเตอร์ชุดขับสายพานยางลำเลียงน้ำตาลเข้าไซโล ล่าง,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
750,KI1-EM-ACM-0177,มอเตอร์ชุดขับสายพานยางลำเลียงน้ำตาลเข้าไซโล No.3/2,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
751,KI1-EM-ACM-0178,มอเตอร์ชุดขับสายพานยางลำเลียงน้ำตาลไซโล 3 บน,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
752,KI1-EM-ACM-0179,มอเตอร์รถเดินสะพานในไซโล,Low Voltage Motor,,,287,,,,,,,,,,10/12/2020,Admin,,,20,332,,
753,KI1-EM-ACM-0180,มอเตอร์ชุดขับสายพานยางลำเลียงน้ำตาลกลับมาละลายไซโล 3,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
754,KI1-EM-ACM-0181,มอเตอร์ชุดขับกระพ้อไซโล 3,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
755,KI1-EM-ACM-0182,มอเตอร์ชุดขับสายพานยางลำเลียงดึงน้ำตาลออกจากพื้นมาละลายโกดัง 3  (อุโมงค์),Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
756,KI1-EM-ACM-0183,มอเตอร์แวรี่สะพานยางใต้ไซโล,Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
757,KI1-EM-ACM-0184,มอเตอร์ชุดขับสายพานยางลำเลียงน้ำตาลใต้ตาชั่ง 2,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
758,KI1-EM-ACM-0185,มอเตอร์ปั้มหอยโข่งน้ำเหลือง A-4,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
759,KI1-EM-ACM-0186,มอเตอร์ปั้มหอยโข่งน้ำเหลือง B ถังตั้งใหญ่ 2,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
760,KI1-EM-ACM-0191,มอเตอร์ปั้มหอยโข่งน้ำเหลือง B-4,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
761,KI1-EM-ACM-0251,มอเตอร์หม้อปั่น    C1,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
762,KI1-EM-ACM-0252,มอเตอร์หม้อปั่น    C2,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
763,KI1-EM-ACM-0253,มอเตอร์หม้อปั่น    C3,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
764,KI1-EM-ACM-0254,มอเตอร์หม้อปั่น    C4,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
765,KI1-EM-ACM-0255,มอเตอร์หม้อปั่น    C5,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
766,KI1-EM-ACM-0256,มอเตอร์หม้อปั่น    C6,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
767,KI1-EM-ACM-0257,มอเตอร์หม้อปั่น    C7,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
768,KI1-EM-ACM-0258,มอเตอร์หม้อปั่น    C8,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
769,KI1-EM-ACM-0259,มอเตอร์หม้อปั่น    C9,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
770,KI1-EM-ACM-0260,มอเตอร์หม้อปั่น    C10,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
771,KI1-EM-ACM-0261,มอเตอร์หม้อปั่น    C11,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
772,KI1-EM-ACM-0262,มอเตอร์หม้อปั่น    C12,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
773,KI1-EM-ACM-0263,มอเตอร์หม้อปั่น    C13,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
774,KI1-EM-ACM-0264,มอเตอร์หม้อปั่น    C14,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
775,KI1-EM-ACM-0265,มอเตอร์หม้อปั่น    C15,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
776,KI1-EM-ACM-0266,มอเตอร์หม้อปั่น    C16,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
777,KI1-EM-ACM-0267,มอเตอร์หม้อปั่น    C17,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
778,KI1-EM-ACM-0268,มอเตอร์หม้อปั่น    C18,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
779,KI1-EM-ACM-0269,มอเตอร์หม้อปั่น    C19,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
780,KI1-EM-ACM-0270,มอเตอร์หม้อปั่น    C20,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
781,KI1-EM-ACM-1041,มอเตอร์พัดลมหัวหม้อปั่น   A1 - 1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
782,KI1-EM-ACM-1043,มอเตอร์พัดลมหัวหม้อปั่น   A2 - 1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
783,KI1-EM-ACM-1045,มอเตอร์พัดลมหัวหม้อปั่น   A3 - 1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
784,KI1-EM-ACM-1047,มอเตอร์พัดลมหัวหม้อปั่น   A4 - 1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
785,KI1-EM-ACM-1049,มอเตอร์พัดลมหัวหม้อปั่น   A5 - 1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
786,KI1-EM-ACM-1051,มอเตอร์พัดลมหัวหม้อปั่น   A6 - 1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
787,KI1-EM-ACM-1053,มอเตอร์พัดลมหัวหม้อปั่น   A7 - 1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
788,KI1-EM-ACM-1054,มอเตอร์พัดลมหัวหม้อปั่น   A8 - 1,Low Voltage Motor,,,256,,,,,,,,,,10/12/2020,Admin,,,20,332,,
