isrun,idmachine,namemachine,nameeng,sizemachine,capacity,Power,point,model,nummachine,usejob,capability,manufacturer,machineinclude,genration,energy,create_date,create_by,update_date,update_by,division,machinegroupid,fis_refcode,out
1220,KI1-EM-ACM-0695,มอเตอร์กวนน้ำยาลงถังเคมี,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1221,KI1-EM-ACM-0699,มอเตอร์หินเจียร์แท่น,Low Voltage Motor,,,237,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1222,KI1-EM-ACM-0700,มอเตอร์ไฟเบอร์,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1223,KI1-EM-ACM-0704,มอเตอร์ปั๊มน้ำแยงจุ๊บ,Low Voltage Motor,,,267,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1224,KI1-EM-ACM-0705,มอเตอร์มอเตอร์กว้าน ,Low Voltage Motor,,,308,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1225,KI1-EM-ACM-0706,มอเตอร์มอเตอร์ขัดสนิม  1,Low Voltage Motor,,,261,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1226,KI1-EM-ACM-0707,มอเตอร์มอเตอร์ขัดสนิม  2,Low Voltage Motor,,,261,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1227,KI1-EM-ACM-0722,มอเตอร์มอเตอร์แท่นเจาะ  VS,Low Voltage Motor,,,237,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1228,KI1-EM-ACM-0725,มอเตอร์ปั๊มน้ำหล่อเย็น 1,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1229,KI1-EM-ACM-0726,มอเตอร์ปั๊มน้ำหล่อเย็น 2,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1230,KI1-EM-ACM-0673,มอเตอร์สะพานโซ่ท้ายลูกหีบขึ้นหลังเตา#1,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1231,KI1-EM-ACM-0682,มอเตอร์สะพานโซ่เบี่ยงนอกอาคาร #2,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1232,KI1-EM-ACM-0672,มอเตอร์สะพานโซ่เมนหลังเตา #3,Low Voltage Motor,,,309,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1233,KI1-EM-ACM-0710,มอเตอร์สะพานโซ่เมนสำรอง #4,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1234,KI1-EM-ACM-0674,มอเตอร์สะพานโซ่หมุนเวียน #5,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1235,KI1-EM-ACM-0675,มอเตอร์สะพานโซ่เสริม #6,Low Voltage Motor,,,270,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1236,KI1-EM-ACM-0532,มอเตอร์สะพานโซ่เข้าเครื่องอบ #7,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1237,KI1-EM-ACM-0715,มอเตอร์สะพานโซ่ย้อนกลับ #8,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1238,KI1-EM-ACM-0716,มอเตอร์สะพานโซ่ย้อนกลับ #9,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1239,KI1-EM-ACM-0712,มอเตอร์สะพานโซ่ย้อนกลับ #10,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1240,KI1-EM-ACM-0530,มอเตอร์สะพานยางเข้าเครื่องอบ #1,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1241,KI1-EM-ACM-0531,มอเตอร์สะพานยางเข้าเครื่องอบ #2,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1242,KI1-EM-ACM-0536,มอเตอร์สะพานยางใต้เครื่องอบ #3,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1243,KI1-EM-ACM-0535,มอเตอร์สะพานยางออกเครื่องอบ #4,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1244,KI1-EM-ACM-0534,มอเตอร์สะพานยางออกเครื่องอบขึ้นสะพานเมน #5,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1245,KI1-EM-ACM-0711,มอเตอร์สะพานยางเชื่อมสะพานสำรอง #6,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1246,KI1-EM-ACM-0679,มอเตอร์สะพานยางเบี่ยงนอกอาคาร #7,Low Voltage Motor,,,253,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1247,KI1-EM-ACM-0676,มอเตอร์สะพานยาง #8,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1248,KI1-EM-ACM-0677,มอเตอร์สะพานยาง #9,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1249,KI1-EM-ACM-0533,มอเตอร์สะพานยางย้อนเข้าเครื่องอบ #10,Low Voltage Motor,,,253,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1250,KI1-EM-ACM-0678,มอเตอร์สะพานยางไป-กลับ #11,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1251,KI1-EM-ACM-0680,มอเตอร์สะพานยางไป-กลับ #13,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1252,KI1-EM-ACM-0537,มอเตอร์สะพานยางไป-กลับ #11/1,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1253,KI1-EM-ACM-0718,มอเตอร์สะพานยางไป-กลับ #12,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1254,KI1-EM-ACM-0683,มอเตอร์ลิ้นแบ่งกากอ้อยหลังลูกหีบ,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1255,KI1-EM-ACM-0696,มอเตอร์ลิ้นแบ่งกากอ้อยหมุนเวียน,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1256,KI1-EM-ACM-0697,มอเตอร์ลิ้นแบ่งกากอ้อยระบายทิ้ง,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1257,KI1-EM-ACM-0717,มอเตอร์ลิ้นแบ่งกากอ้อยลงเตา 3,Low Voltage Motor,,,301,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1258,KI1-EM-ACM-0763,มอเตอร์ลิ้นแบ่งกากออยเข้าเครื่องอบ,Low Voltage Motor,,,301,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1259,KI1-EM-ACM-0764,มอเตอร์ลิ้นแบ่งกากอ้อยลงสะพานยาง #6,Low Voltage Motor,,,301,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1260,KI1-EM-ACM-0765,มอเตอร์ลิ้นแบ่งกากอ้อยลงสะพานเมนสำรอง#,Low Voltage Motor,,,301,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1261,KI1-EM-ACM-0719,มอเตอร์ปั๊มน้ำมันเกียร์ # ซ 1,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1262,KI1-EM-ACM-0720,มอเตอร์ปั๊มน้ำมันเกียร์ # ซ 3,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1263,KI1-EM-ACM-0721,มอเตอร์ปั๊มส่งน้ำยาลูกหีบ,Low Voltage Motor,,,290,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1264,KI1-EM-ACM-0558,มอเตอร์VS มอเตอร์คายกากอ้อยอบ 1 #8,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1265,KI1-EM-ACM-0559,มอเตอร์VS มอเตอร์คายกากอ้อยอบ 2 #9,Low Voltage Motor,,,236,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1266,KI1-EM-ACM-0561,มอเตอร์VS มอเตอร์ป้อนกากอ้อยเข้าอบ 1#10,Low Voltage Motor,,,236,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1267,KI1-EM-ACM-0562,มอเตอร์VS มอเตอร์ป้อนกากอ้อยเข้าอบ 2#11,Low Voltage Motor,,,236,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1268,KI1-EM-ACM-0587,มอเตอร์ตัวตีกากอ้อย 1#10/1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1269,KI1-EM-ACM-0588,มอเตอร์ตัวตีกากอ้อย 2 11/1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1270,KI1-EM-ACM-0731,มอเตอร์ตัวตีป้อนอ้อยเตาอบ 13,Low Voltage Motor,,,236,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1271,KI1-EM-ACM-0732,มอเตอร์ตัวตีกากอ้อยเตาอบ 13/1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1272,KI1-EM-ACM-0729,มอเตอร์ตัวคายกากอ้อยเตาอบ 12,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1273,KI1-EM-ACM-0727,มอเตอร์มอเตอร์เกียร์คายกากอ้อย 8,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1274,KI1-EM-ACM-0728,มอเตอร์มอเตอร์เกียร์คายกากอ้อย 9,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1275,KI1-EM-ACM-0768,มอเตอร์ปั๊มน้ำขี้เถ้า 4 wet B 1,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1276,KI1-EM-ACM-0787,มอเตอร์ปั๊มน้ำขี้เถ้า 5 wet B 3,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1277,KI1-EM-ACM-0686,มอเตอร์ดักขี้เถ้า,Low Voltage Motor,,,271,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1278,KI1-EM-ACM-0689,มอเตอร์ปั๊มแก๊ส ตัวที่ 3,Low Voltage Motor,,,272,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1279,KI1-EM-ACM-0690,มอเตอร์ปั๊มแก๊ส ตัวที่ 4,Low Voltage Motor,,,272,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1280,KI1-EM-ACM-0691,มอเตอร์ปั๊มแก๊ส ตัวที่ 5,Low Voltage Motor,,,272,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1281,KI1-EM-ACM-0692,มอเตอร์ปั๊มน้ำ ตัวที่ 1,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1282,KI1-EM-ACM-0693,มอเตอร์ปั๊มน้ำ ตัวที่ 2,Low Voltage Motor,,,259,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1283,KI1-EM-ACM-0723,มอเตอร์ปั๊มน้ำขี้เถ้าออก ตัวที่ 3,Low Voltage Motor,,,269,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1284,KI1-EM-ACM-0669,มอเตอร์ปั๊มน้ำขี้เถ้าออก ตัวที่ 1,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1285,KI1-EM-ACM-0670,มอเตอร์ปั๊มน้ำขี้เถ้าออก ตัวที่ 2,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1286,KI1-EM-ACM-0671,มอเตอร์ปั๊มน้ำขี้เถ้าเข้า ตัวที่ 1,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1287,KI1-EM-ACM-0709,มอเตอร์ปั๊มน้ำขี้เถ้าเข้า ตัวที่ 2,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1288,KI1-EM-ACM-0694,มอเตอร์ปั๊มน้ำขี้เถ้าเข้า ตัวที่ 3,Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1289,KI1-EM-ACM-0701,มอเตอร์ปั๊ม พรมไอเสียหม้อต้ม 1,Low Voltage Motor,,,253,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1290,KI1-EM-ACM-0702,มอเตอร์ปั๊ม พรมไอเสียหม้อต้ม 2,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1291,KI1-EM-ACM-0724,มอเตอร์ปั๊มขี้เถ้าออก 4,Low Voltage Motor,,,235,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1292,KI1-EM-ACM-1501,มอเตอร์สะพานยาง 5/1,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1293,KI1-EM-ACM-1502,มอเตอร์สะพานยาง 6/1,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1294,KI1-EM-ACM-0891,มอเตอร์สะพานยาง 6/2,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1295,KI1-EM-ACM-0892,มอเตอร์สะพานยาง 8/1,Low Voltage Motor,,,232,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1296,KI1-EM-ACM-0893,มอเตอร์สะพานยาง 9/1,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1297,KI1-EM-ACM-0894,มอเตอร์สะพานยาง 14,Low Voltage Motor,,,253,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1298,KI1-EM-ACM-0895,มอเตอร์สะพานยาง 15,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1299,KI1-EM-ACM-0896,มอเตอร์สะพานโซ่11,Low Voltage Motor,,,240,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1300,KI1-EM-ACM-0898,สะพานโซ่ 12,Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1301,KI1-EM-ACM-0899,สะพานโซ่ 13,Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1302,KI1-EM-ACM-1503,มอเตอร์สะพานยาง 16,Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1303,KI1-EM-ACM-1504,มอเตอร์สะพานยาง 17,Low Voltage Motor,,,,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1304,KI1-EM-ACM-2001,มอเตอร์ปั๊มน้ำบ่อน้ำดิบเข้าโรงงาน1,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1305,KI1-EM-ACM-2002,มอเตอร์ปั๊มน้ำบ่อน้ำดิบเข้าโรงงาน2,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1306,KI1-EM-ACM-2003,มอเตอร์ปั๊มน้ำบ่อน้ำดิบเข้าโรงงาน3,Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1307,KI1-EM-ACM-2004,มอเตอร์ปั๊มน้ำบ่อน้ำดิบเข้าโรงงาน1(แพร),Low Voltage Motor,,,270,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1308,KI1-EM-ACM-2005,มอเตอร์ปั๊มน้ำบ่อน้ำดิบเข้าโรงงาน2(แพร),Low Voltage Motor,,,270,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1309,KI1-EM-ACM-2006,มอเตอร์แว๊คคั่มปั๊มน้ำบ่อน้ำดิบ 1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1310,KI1-EM-ACM-2007,มอเตอร์แว๊คคั่มปั๊มน้ำบ่อน้ำดิบ 2,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1311,KI1-EM-ACM-2008,มอเตอร์ปั๊มน้ำบ่อน้ำดิบเข้าโรงงาน (ชั่วคราว),Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1312,KI1-EM-ACM-2009,มอเตอร์ปั๊มน้ำเข้าบ่อน้ำดิบ 1 (คลองจักราช),Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1313,KI1-EM-ACM-2010,มอเตอร์ปั๊มน้ำเข้าบ่อน้ำดิบ 2 (คลองจักราช),Low Voltage Motor,,,233,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1314,KI1-EM-ACM-2011,มอเตอร์ปั๊มน้ำเข้าบ่อน้ำดิบ 3 (คลองจักราช),Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1315,KI1-EM-ACM-2012,มอเตอร์ปั๊มน้ำเข้าบ่อน้ำดิบ 4 (คลองจักราช),Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1316,KI1-EM-ACM-2013,มอเตอร์ปั๊มน้ำเข้าบ่อน้ำดิบ 5 (คลองจักราช),Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1317,KI1-EM-ACM-2014,มอเตอร์แว๊คคั่มปั๊มน้ำคลองจักราช 1,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1318,KI1-EM-ACM-2015,มอเตอร์แว๊คคั่มปั๊มน้ำคลองจักราช 2,Low Voltage Motor,,,291,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1319,KI1-EM-ACM-2016,"มอเตอร์ปั๊มน้ำเข้าบ่อ 1,2 ตัวที่ 1 (คลองจักราช2)",Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1320,KI1-EM-ACM-2017,"มอเตอร์ปั๊มน้ำเข้าบ่อ 1,2 ตัวที่ 2 (คลองจักราช2)",Low Voltage Motor,,,268,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1321,KI1-EM-ACM-2018,มอเตอร์ปั๊มน้ำคลองจักราช 1,Low Voltage Motor,,,270,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1322,KI1-EM-ACM-2019,มอเตอร์ปั๊มน้ำคลองจักราช 2,Low Voltage Motor,,,270,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1323,KI1-EM-ACM-2020,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.2,Low Voltage Motor,,,258,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1324,KI1-EM-ACM-2021,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.3,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1325,KI1-EM-ACM-2022,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.4,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1326,KI1-EM-ACM-2023,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.5,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1327,KI1-EM-ACM-2024,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.6,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1328,KI1-EM-ACM-2025,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.7,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1329,KI1-EM-ACM-2026,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.8,Low Voltage Motor,,,289,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1330,KI1-EM-ACM-2027,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.9,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1331,KI1-EM-ACM-2028,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.10,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1332,KI1-EM-ACM-2029,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.11,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1333,KI1-EM-ACM-3030,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.12,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1334,KI1-EM-ACM-3031,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.13,Low Voltage Motor,,,245,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1335,KI1-EM-ACM-3032,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.14,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1336,KI1-EM-ACM-3033,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.15,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1337,KI1-EM-ACM-3034,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.16,Low Voltage Motor,,,252,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1338,KI1-EM-ACM-3035,มอเตอร์สะพานลำเลียงขี้หม้อกรอง No.17,Low Voltage Motor,,,294,,,,,,,,,,10/12/2020,Admin,,,20,332,,
1339,KI1-EM-WSR-0001,เครื่องชั่งน้ำตาลทรายดิบ A,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1340,KI1-EM-WSR-0002,เครื่องชั่งน้ำตาลทรายดิบ B,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1341,KI1-EM-WSR-0003,เครื่องชั่งน้ำตาลทรายดิบ C,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1342,KI1-EM-WSR-0004,เครื่องชั่งน้ำตาลทรายดิบออกจากหม้ออบ No.1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1343,KI1-EM-WSR-0005,เครื่องชั่งน้ำตาลทรายดิบออกจากหม้ออบ No.2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1344,KI1-EM-WSW-0001,เครื่องชั่งน้ำตาลทรายขาว No.1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1345,KI1-EM-WSW-0002,เครื่องชั่งน้ำตาลทรายขาว No.2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1346,KI1-EM-WSW-0003,เครื่องชั่งน้ำตาลทรายขาว No.3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1347,KI1-EM-WSW-0004,เครื่องชั่งน้ำตาลทรายขาว No.4,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1348,KI1-EM-WSW-0005,เครื่องชั่งน้ำตาลทรายขาว No.5,,,,,,,,,,,,,,10/12/2020,Admin,,,20,333,,
1349,KI1-EM-LVC-0000,สายส่งมอเตอร์ชุดขับรางกวนพักเชื้อ B-C No.1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1350,KI1-EM-LVC-0001,สายส่งมอเตอร์ปั้มแวคคั่ม  A-1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1351,KI1-EM-LVC-0002,สายส่งมอเตอร์ปั้มแวคคั่ม  A-2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1352,KI1-EM-LVC-0003,สายส่งมอเตอร์ปั้มแวคคั่ม  A-3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1353,KI1-EM-LVC-0004,สายส่งมอเตอร์ปั้มแวคคั่ม  B-1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1354,KI1-EM-LVC-0005,สายส่งมอเตอร์ปั้มแวคคั่ม สแปร์ A - B,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1355,KI1-EM-LVC-0006,สายส่งมอเตอร์ปั้มแวคคั่ม B-2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1356,KI1-EM-LVC-0007,สายส่งมอเตอร์ปั้มแวคคั่ม B-3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1357,KI1-EM-LVC-0008,สายส่งมอเตอร์ปั้มแวคคั่ม B-4,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1358,KI1-EM-LVC-0011,สายส่งมอเตอร์ปั้มหอยโข่งน้ำกลับคูลลิ่ง No.1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1359,KI1-EM-LVC-0012,สายส่งมอเตอร์ปั้มหอยโข่งน้ำกลับคูลลิ่ง No.2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1360,KI1-EM-LVC-0013,สายส่งมอเตอร์ปั้มหอยโข่งน้ำกลับคูลลิ่ง No.3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1361,KI1-EM-LVC-0014,สายส่งมอเตอร์พัดลมเป่าหัวหม้อปั่น B,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1362,KI1-EM-LVC-0015,สายส่งมอเตอร์ปั้มหอยโข่งน้ำเหลืองใส B,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1363,KI1-EM-LVC-0017,สายส่งมอเตอร์ปั้มหอยโข่งน้ำร้อนหม้อปั่น 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1364,KI1-EM-LVC-0018,สายส่งมอเตอร์ปั้มหอยโข่งน้ำร้อนหม้อปั่น 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1365,KI1-EM-LVC-0019,สายส่งมอเตอร์ปั้มเฟืองน้ำเหลือง B 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1366,KI1-EM-LVC-0020,สายส่งมอเตอร์ปั้มเฟืองน้ำเหลือง B 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1367,KI1-EM-LVC-0021,สายส่งมอเตอร์ปั้มเฟืองน้ำเหลือง B 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1368,KI1-EM-LVC-0022,สายส่งมอเตอร์ปั้มหอยโข่งน้ำเหลืองแมกม่า C-2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1369,KI1-EM-LVC-0023,สายส่งมอเตอร์ปั้มหอยโข่งน้ำเหลืองแมกม่า C-3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1370,KI1-EM-LVC-0024,สายส่งมอเตอร์ปั้มหอยโข่งน้ำเหลือง A ถังตั้งใหญ่ 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1371,KI1-EM-LVC-0025,สายส่งมอเตอร์ปั้มหอยโข่งน้ำร้อนคอนเดนเสท 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1372,KI1-EM-LVC-0026,สายส่งมอเตอร์ปั้มหอยโข่งน้ำร้อนคอนเดนเสท 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1373,KI1-EM-LVC-0027,สายส่งมอเตอร์ปั้มหอยโข่งน้ำเชื่อมดิบถังตั้งใหญ่ 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1374,KI1-EM-LVC-0028,สายส่งมอเตอร์ปั้มหอยโข่งน้ำเชื่อมดิบถังตั้งใหญ่ 3,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1375,KI1-EM-LVC-0029,สายส่งมอเตอร์ปั้มหอยโข่งปูนขาวรีไฟน์ 1,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
1376,KI1-EM-LVC-0030,สายส่งมอเตอร์ปั้มหอยโข่งปูนขาวรีไฟน์ 2,,,,,,,,,,,,,,10/12/2020,Admin,,,20,334,,
